apo_name,true_label,predicted_label
2OUV_A_1,8.522723,[5.741156]
1O73_A_1,1.9548372,[5.189592]
6NTP_A_1,9.128823,[6.7588677]
4BJO_A_1,7.5608807,[6.0908146]
2F6F_A_1,7.9059744,[6.611857]
4QBE_A_1,7.8978105,[7.232614]
5KA4_A_1,7.213529,[6.0125136]
6CWV_A_1,7.981354,[5.388641]
6CWU_A_1,7.9326577,[7.1449075]
7KEN_A_1,7.8149276,[5.8787103]
7L0C_A_1,7.7894077,[6.2968926]
3A5K_A_1,7.7665625,[7.8467493]
3ZV2_A_1,8.25236,[6.894753]
4CKZ_A_1,3.3738415,[4.150514]
1CAN_A_1,4.140302,[3.2845998]
3MNJ_A_1,4.1369333,[4.7593803]
1ZSA_A_1,3.4809418,[3.9152703]
1CAK_A_1,3.296996,[3.6713011]
12CA_A_1,4.1551027,[3.9200647]
1CA3_A_1,4.1008286,[3.5167243]
1UGD_A_1,4.1463895,[4.1817036]
1CAJ_A_1,3.296996,[3.717462]
1HED_A_1,3.2445416,[4.2067723]
1CNH_A_1,4.2293005,[3.9258702]
1UGF_A_1,4.139837,[3.8279028]
2NXR_A_1,4.141303,[4.4419]
1HEA_A_1,3.2824237,[4.033904]
1CCT_A_1,3.3452659,[4.0960402]
3DVD_A_1,5.14909,[3.7619934]
1CAL_A_1,3.3162649,[3.2248185]
9CA2_A_1,3.042811,[4.129188]
3MNK_A_1,4.142635,[4.1918936]
1CAI_A_1,3.296996,[4.267042]
1TH9_A_1,4.173479,[3.9281008]
1HEB_A_1,3.2825415,[4.073576]
3DVC_A_1,5.148861,[4.1919975]
1G3Z_A_1,4.057468,[4.237389]
3RG4_A_1,4.1915336,[4.284283]
1TG3_A_1,5.1585927,[3.8668509]
1CNI_A_1,4.2621136,[3.9014568]
1CNG_A_1,3.4397168,[4.2411776]
1H9N_A_1,3.5729108,[3.8047323]
1BIC_A_1,3.3917072,[3.782013]
1UGE_A_1,4.108273,[3.863346]
1CCU_A_1,3.3452659,[3.8208747]
4QK1_A_1,4.116049,[3.9970226]
4YGJ_A_1,4.122528,[3.9872358]
3DV7_A_1,5.151066,[4.3596]
1CCS_A_1,3.3435767,[4.012896]
7CA2_A_1,3.0406842,[4.030657]
1CVF_A_1,4.510287,[4.191663]
1HEC_A_1,3.2847116,[3.7894895]
3DVB_A_1,5.148794,[4.27396]
1CVE_A_1,3.5813978,[3.8128147]
8CA2_A_1,3.0631206,[3.556489]
1UGC_A_1,4.106978,[3.5102932]
1UGA_A_1,4.120177,[4.20128]
2NWO_A_1,5.160262,[3.9448957]
3RG3_A_1,4.2132516,[4.0004225]
2NWY_A_1,4.145458,[4.2093678]
1CNB_A_1,4.547288,[4.1121917]
1HVA_A_1,4.5254927,[4.289832]
2FNK_A_1,5.1339974,[3.736093]
1FQL_A_1,4.1442637,[3.6571388]
1YO0_A_1,4.262053,[3.7659197]
1LG5_A_1,3.3703973,[3.434327]
3M1Q_A_1,5.2163815,[4.29759]
1CVD_A_1,3.5729108,[4.674355]
1CVH_A_1,3.4810338,[4.0131946]
4MD7_E_1,3.731822,[4.163324]
4MD8_E_1,3.7329202,[3.6772993]
2R7I_A_1,3.7986329,[3.3307106]
5ZN5_A_1,4.044492,[4.416281]
4MD9_E_1,3.554365,[4.2408814]
4DGL_C_1,4.1990356,[3.773366]
5ZN4_A_1,4.05482,[3.7055485]
5ZN3_A_1,4.0333433,[3.9472158]
5ZN2_A_1,4.0034885,[3.8700168]
2PV3_A_1,1.3798342,[5.3145194]
5GKY_B_1,2.6315193,[4.6155972]
2PPP_A_1,2.2742937,[4.579187]
2PPO_A_1,2.3127685,[4.548618]
1EYM_A_1,2.600794,[3.3472958]
7E73_A_1,3.744397,[3.9967961]
3ZU7_A_1,5.9916024,[4.3389363]
6OT6_A_1,6.004528,[3.9734747]
6OTS_A_1,5.7045937,[5.1823697]
3R63_A_1,6.032362,[3.753635]
2FYS_A_1,5.992795,[4.0161834]
4S2Z_A_1,6.0364895,[4.2514367]
4S30_A_1,6.021448,[4.4431067]
6D5Y_A_1,3.6304314,[4.1271977]
7E75_A_1,3.5722876,[3.6282063]
6RFP_A_1,1.8824314,[3.8699665]
2E7O_A_1,4.0966973,[3.9485095]
1OS2_A_1,2.9718325,[2.52951]
2K9C_A_1,3.650009,[4.990415]
1AWQ_A_1,8.062663,[6.541259]
1OD0_A_1,1.9650774,[2.3918304]
6R6H_V_1,3.0244708,[1.9565518]
4JX3_A_1,2.3973048,[3.6891403]
2CGH_A_1,1.8016777,[5.7752957]
1CRM_A_1,4.199846,[4.2812634]
3SK1_A_1,0.7561243,[6.3088403]
7YER_B_1,6.1200795,[6.67899]
3FKE_A_1,5.9699826,[4.6847157]
5BPV_A_1,5.826239,[4.9766974]
5MXE_A_1,0.38467512,[3.541291]
5UFB_A_1,0.73207724,[2.7219472]
5J80_A_1,3.3503292,[4.6253934]
8B7I_A_1,2.7649524,[5.295452]
6GP4_A_1,2.7264779,[5.59545]
2K5B_A_1,2.981444,[4.968892]
7CML_A_1,3.0172095,[4.607164]
5UQ1_A_1,5.645637,[4.2493386]
4ZKS_U_1,4.4886456,[6.579181]
1ZJD_A_1,3.9131076,[6.3069367]
1XXD_A_1,3.0630946,[5.215805]
1IDP_A_1,2.0050285,[2.9220326]
1GYJ_A_1,9.84299,[9.146308]
6MRQ_A_1,3.8379123,[5.217424]
1OPH_B_1,8.355222,[7.7920084]
3VEQ_B_1,8.874638,[7.920367]
1TAW_A_1,3.8087063,[4.834737]
1Q9P_A_1,6.943831,[4.664066]
7DHA_A_1,3.4679642,[3.2840705]
2DP3_A_1,1.8111482,[6.4877014]
4BI5_A_1,2.839576,[5.7902904]
1BBS_A_1,8.978439,[5.553099]
2X0B_A_1,6.882694,[6.298496]
3IWQ_A_1,3.6474621,[3.747474]
1L0F_A_1,3.6568022,[3.2672358]
1L0D_A_1,3.6541648,[4.02562]
3IXD_A_1,2.2217178,[3.4791875]
3IWI_A_1,9.614262,[4.345008]
1OBP_A_1,2.2675579,[5.230807]
6C4S_A_1,1.8635042,[5.555513]
5EMT_A_1,5.735841,[5.179229]
1KPB_A_1,5.765163,[5.2356706]
5WAA_A_1,5.315064,[5.723825]
1G5W_A_1,2.7254083,[3.881577]
3RSW_A_1,4.3854756,[3.9760325]
8ALY_A_1,2.9403908,[4.70286]
4KDI_A_1,2.1216106,[4.1425395]
3QC8_A_1,2.151034,[3.5076425]
2PJH_B_1,2.659788,[4.843806]
3TIW_A_1,2.0920758,[4.1607747]
1C5M_D_1,6.500857,[5.4351354]
1HCG_A_1,4.1621423,[4.5958095]
3PSL_A_1,8.508774,[9.482717]
5SXM_A_1,8.456059,[7.9602947]
2H9M_A_1,8.537142,[7.6454854]
4CY2_A_1,8.566297,[7.8013315]
6BYN_W_1,8.551948,[8.357569]
3EMH_A_1,8.475697,[8.125398]
3MXX_A_1,8.564393,[9.23748]
3N0E_A_1,8.552443,[8.312519]
3N0D_A_1,8.564842,[8.244046]
4JUY_A_1,1.8029402,[6.8689127]
1FY8_E_1,4.142087,[4.9969077]
1AMH_A_1,4.615971,[5.0999055]
5TXS_A_1,1.3799814,[2.991541]
1SWF_A_1,7.0715747,[5.9037585]
5N7X_A_1,6.745679,[5.591664]
1HQQ_A_1,7.0768247,[5.874625]
1RST_B_1,6.9334946,[5.9513335]
1STR_B_1,6.9597287,[6.4736695]
1SWH_A_1,7.060687,[4.549026]
1SWL_A_1,6.941757,[6.522821]
1SWO_A_1,3.5413716,[6.3864055]
1N7Y_A_1,7.0727143,[6.526466]
1SWS_A_1,7.074774,[6.4929166]
1SWQ_A_1,2.091202,[5.144526]
1PTS_A_1,6.9406834,[5.531946]
6MGX_A_1,2.8167248,[1.9609168]
4RM5_A_1,2.1739104,[5.0010266]
4TYF_A_1,1.3843422,[3.0947978]
6CAC_A_1,6.3601375,[2.5348804]
3S0Z_A_1,2.63278,[6.5442843]
3S4U_A_1,5.62617,[4.1092257]
7ZPV_A_1,5.958693,[3.7146425]
1YLW_A_1,5.9664617,[3.6089911]
6D7I_A_1,5.926533,[4.248079]
5TWD_A_1,5.8931446,[3.767754]
8AF8_A_1,5.947621,[3.114953]
6CYN_A_1,5.8560233,[4.6575904]
4PMA_A_1,0.61854357,[3.8525577]
1A30_A_1,7.0347877,[6.3331103]
5D2O_A_1,1.2698923,[5.3248105]
2B29_A_1,2.6926904,[5.272799]
5N8A_A_1,2.327593,[4.483564]
1PBH_A_1,2.942668,[3.9703603]
3K9M_A_1,4.7502074,[4.800441]
5H0Z_A_1,7.1107492,[8.291207]
5H0Y_A_1,7.21435,[8.575439]
1IJN_A_1,9.159184,[8.878612]
5H0X_A_1,7.107049,[7.1183825]
5H0W_A_1,6.156409,[8.268273]
2J1X_A_1,3.417084,[3.755124]
1UOL_A_1,3.4108737,[2.8084185]
5OAN_A_1,2.2764688,[4.6708255]
3DG9_A_1,2.009228,[6.6570926]
2VLB_A_1,5.402283,[5.5280013]
3IXM_A_1,4.923174,[7.140454]
5LYO_A_1,7.923375,[7.8725433]
2ZLB_A_1,5.2937074,[3.674973]
2KBW_A_1,3.1907187,[3.8382685]
5JSB_A_1,3.2486115,[3.5119884]
2PQK_A_1,3.3078353,[4.720102]
5C6H_A_1,3.3110769,[5.2657056]
4HW4_A_1,3.1309292,[6.178436]
6QFI_A_1,3.2953365,[5.5091643]
5UUM_A_1,3.3716335,[5.7964144]
6MBD_A_1,3.1896708,[5.747101]
2MHS_A_1,2.73197,[5.6000867]
6MBE_A_1,3.178059,[4.0321765]
7XGE_B_1,3.1080499,[5.63499]
6XR6_A_1,6.407731,[5.3754954]
1SCI_A_1,0.5875029,[3.451375]
2IW2_A_1,9.036599,[6.097646]
3PH5_A_1,4.171797,[6.226933]
6NKQ_A_1,2.2016993,[6.1293683]
1BEB_A_1,2.1269546,[6.425121]
6AA3_A_1,2.061322,[5.2760506]
1IRY_A_1,2.7188332,[3.417735]
6GLO_A_1,1.8675613,[5.2100472]
3OCY_A_1,0.5363608,[2.0535896]
3MHE_A_1,1.2296132,[3.6369114]
3G18_A_1,1.8903188,[4.566009]
1DV7_A_1,1.9844012,[6.090912]
3G1Y_A_1,2.008635,[5.3967204]
3BOK_A_1,2.7573712,[4.202277]
3DDA_A_1,2.7217605,[4.0215344]
7LZP_A_1,3.5485055,[3.857823]
7KY2_A_1,4.417282,[3.7025151]
1XTG_A_1,5.0735826,[3.932424]
1XTF_A_1,6.376298,[4.2759223]
5MK6_A_1,2.0405688,[4.249361]
4JRA_A_1,2.3198583,[4.5671144]
3HME_A_1,1.9324046,[4.51066]
3MX8_A_1,3.1315923,[3.9071562]
1C0B_A_1,3.275046,[2.7156143]
1A2W_A_1,4.3274193,[5.980287]
4WYN_A_1,2.665711,[3.7545893]
1EIE_A_1,2.893361,[3.592002]
1IZP_A_1,2.8963962,[3.48527]
3DIC_A_1,2.7990212,[3.7373388]
3DI7_A_1,2.995272,[3.4366155]
3DH6_A_1,2.8385696,[3.3875237]
3DI8_A_1,2.8982189,[3.286085]
3RSD_A_1,2.8426278,[3.9220116]
1YMN_A_1,2.7437313,[4.583661]
3DI9_A_1,2.8250225,[3.8592184]
3DIB_A_1,3.2551398,[3.3690958]
1IZQ_A_1,2.942633,[4.7254443]
3RH1_A_1,2.8899648,[4.442806]
1KH8_A_1,2.8348799,[3.515984]
1YMR_A_1,2.6790886,[3.64079]
3RSP_A_1,2.9038093,[4.7263956]
1EIC_A_1,2.9040215,[4.2484803]
1IZR_A_1,2.9262245,[4.0756607]
1C9X_A_1,2.8144848,[3.693409]
